Timestamp,Count (t=30),Count (t=40),Count (t=50),Count (t=60),Count (t=70)
2022_11_06T18_29_45,58,35,19,7,5
2022_11_06T18_44_45,45,22,15,7,5
2022_11_06T18_59_45,58,31,15,10,4
2022_11_06T19_14_45,67,36,21,12,7
2022_11_06T19_29_45,89,46,24,13,8
2022_11_06T19_44_45,107,56,26,16,6
2022_11_06T19_59_45,125,72,30,20,10
2022_11_06T20_14_45,124,66,33,21,7
2022_11_06T20_29_45,129,74,38,24,11
2022_11_06T20_44_45,136,68,32,17,9
2022_11_06T20_59_45,84,41,19,12,6
2022_11_06T21_14_45,47,21,13,7,5
2022_11_06T21_29_45,42,20,8,5,4
2022_11_06T21_44_45,46,20,10,5,4
2022_11_06T21_59_45,47,24,13,5,4
2022_11_06T22_14_45,54,26,13,9,6
2022_11_06T22_29_45,44,22,10,6,6
2022_11_06T22_44_45,41,15,9,5,4
2022_11_06T22_59_45,38,15,9,7,5
2022_11_06T23_14_45,28,15,10,8,5
2022_11_06T23_29_45,27,15,9,7,5
2022_11_06T23_44_45,18,12,7,5,3
2022_11_06T23_59_45,20,9,5,5,4
2022_11_07T00_14_45,16,5,5,4,3
2022_11_07T00_29_45,11,6,6,6,3
2022_11_07T00_44_45,10,7,5,5,3
2022_11_07T00_59_45,7,5,4,4,1
2022_11_07T01_14_45,8,4,4,4,1
2022_11_07T01_29_45,6,5,3,2,2
2022_11_07T01_44_45,9,5,3,3,0
2022_11_07T01_59_45,6,3,1,0,0
2022_11_07T02_14_45,6,4,2,1,0
2022_11_07T02_29_45,6,6,2,2,2
2022_11_07T02_44_45,4,2,2,1,0
2022_11_07T02_59_45,6,6,4,2,0
2022_11_07T03_14_45,6,4,4,2,0
2022_11_07T03_29_45,6,4,3,3,1
2022_11_07T03_44_45,8,6,4,4,0
2022_11_07T03_59_45,5,4,3,2,1
2022_11_07T04_14_45,7,5,5,3,2
2022_11_07T04_29_45,9,7,3,3,2
2022_11_07T04_44_45,6,5,4,3,2
2022_11_07T04_59_45,6,4,4,3,3
2022_11_07T05_14_45,6,6,4,4,3
2022_11_07T05_29_45,6,5,5,3,3
2022_11_07T05_44_45,7,4,3,3,2
2022_11_07T05_59_45,7,4,4,2,1
2022_11_07T06_14_45,13,7,4,1,1
2022_11_07T06_29_45,16,7,4,3,2
2022_11_07T06_44_45,4,4,2,2,2
2022_11_07T06_59_45,6,5,3,2,2
2022_11_07T07_14_45,6,4,4,4,2
2022_11_07T07_29_45,6,6,5,2,2
2022_11_07T07_44_45,6,6,6,3,2
2022_11_07T07_59_44,7,6,4,3,2
2022_11_07T08_14_44,6,6,5,2,2
2022_11_07T08_29_44,6,5,5,2,2
2022_11_07T08_44_44,6,4,4,3,1
2022_11_07T08_59_44,6,5,5,4,3
2022_11_07T09_14_44,6,4,4,4,1
2022_11_07T09_29_44,9,7,7,6,4
2022_11_07T09_44_44,16,7,6,5,3
2022_11_07T09_59_44,21,8,5,5,3
2022_11_07T10_14_44,23,8,5,5,3
2022_11_07T10_29_44,38,21,12,6,5
2022_11_07T10_44_44,42,20,9,6,4
2022_11_07T10_59_44,42,20,11,6,5
2022_11_07T11_14_44,41,17,9,6,5
2022_11_07T11_29_44,47,19,10,7,4
2022_11_07T11_44_44,51,23,15,10,6
2022_11_07T11_59_44,40,25,15,5,4
2022_11_07T12_14_44,37,21,13,8,5
2022_11_07T12_29_44,39,22,11,9,5
2022_11_07T12_44_44,38,22,11,8,5
2022_11_07T12_59_44,33,19,12,7,4
2022_11_07T13_14_44,42,20,14,10,6
2022_11_07T13_29_44,42,24,12,8,4
2022_11_07T13_44_44,32,17,12,6,4
2022_11_07T13_59_44,74,41,25,13,7
2022_11_07T14_14_44,31,18,11,8,6
2022_11_07T14_29_44,39,21,11,10,7
2022_11_07T14_44_44,36,20,13,9,7
2022_11_07T14_59_44,24,17,9,8,6
2022_11_07T15_14_44,32,13,11,6,2
2022_11_07T15_29_44,25,12,10,8,4
2022_11_07T15_44_44,43,22,16,13,6
2022_11_07T15_59_44,42,28,16,9,7
2022_11_07T16_14_44,64,32,22,10,9
2022_11_07T16_29_44,56,29,18,10,8
2022_11_07T16_44_44,50,24,15,8,8
2022_11_07T16_59_44,37,24,13,7,6
2022_11_07T17_14_44,24,13,9,8,7
2022_11_07T17_29_44,33,21,12,9,8
2022_11_07T17_44_44,41,20,11,8,4
2022_11_07T17_59_44,44,29,16,11,8
2022_11_07T18_14_44,55,30,19,11,8
2022_11_07T18_29_44,65,36,19,15,9
2022_11_07T18_44_44,77,43,32,21,11
2022_11_07T18_59_44,88,54,33,21,14
2022_11_07T19_14_44,102,58,38,21,12
2022_11_07T19_29_44,137,81,53,32,15
2022_11_07T19_44_44,156,92,62,33,17
2022_11_07T19_59_44,64,25,18,11,5
2022_11_07T20_14_44,36,21,13,9,8
2022_11_07T20_29_44,38,20,15,10,7
2022_11_07T20_44_44,54,30,15,10,8
2022_11_07T20_59_44,39,21,11,8,7
2022_11_07T21_14_44,32,16,9,6,5
2022_11_07T21_29_44,16,7,4,3,0
2022_11_07T21_44_44,13,8,5,3,1
2022_11_07T21_59_44,13,7,5,4,2
2022_11_07T22_14_44,11,7,5,4,4
2022_11_07T22_29_44,22,7,4,3,3
2022_11_07T22_44_44,29,15,6,3,2
2022_11_07T22_59_44,34,16,6,4,2
2022_11_07T23_14_44,27,14,8,6,3
2022_11_07T23_29_44,39,20,12,10,6
2022_11_07T23_44_44,47,25,13,11,8
2022_11_07T23_59_44,29,15,10,7,4
2022_11_08T00_14_44,23,10,8,4,3
2022_11_08T00_29_44,19,9,8,4,2
2022_11_08T00_44_44,13,7,5,3,2
2022_11_08T00_59_44,10,8,5,2,2
2022_11_08T01_14_44,10,6,3,2,0
2022_11_08T01_29_44,12,10,6,2,2
2022_11_08T01_44_44,13,9,7,4,2
2022_11_08T01_59_44,13,10,8,5,2
2022_11_08T02_14_44,8,6,5,4,1
2022_11_08T02_29_43,7,6,6,2,1
2022_11_08T02_44_43,8,5,4,2,2
2022_11_08T02_59_43,9,7,2,1,0
2022_11_08T03_14_43,8,8,6,1,1
2022_11_08T03_29_43,10,8,4,3,0
2022_11_08T03_44_43,8,7,4,1,0
2022_11_08T03_59_43,8,8,5,4,2
2022_11_08T04_14_43,7,7,5,3,3
2022_11_08T04_29_43,13,7,5,4,0
2022_11_08T04_44_43,25,12,9,8,6
2022_11_08T04_59_43,34,18,11,10,6
2022_11_08T05_14_43,65,31,19,10,7
2022_11_08T05_29_43,60,32,18,11,7
2022_11_08T05_44_43,46,25,15,9,8
2022_11_08T05_59_43,60,29,14,11,7
2022_11_08T06_14_43,53,29,16,10,6
2022_11_08T06_29_43,67,36,15,8,7
2022_11_08T06_44_43,65,33,15,8,7
2022_11_08T06_59_43,53,32,15,8,5
2022_11_08T07_14_43,63,32,17,7,6
2022_11_08T07_29_43,67,29,13,8,6
2022_11_08T07_44_43,64,29,14,7,6
2022_11_08T07_59_43,21,11,8,5,4
2022_11_08T08_14_43,36,17,10,8,6
2022_11_08T08_29_43,48,16,10,7,5
2022_11_08T08_44_43,48,20,11,8,5
2022_11_08T08_59_43,31,14,10,9,6
2022_11_08T09_14_43,20,11,8,5,4
2022_11_08T09_29_43,31,16,10,7,5
2022_11_08T09_44_43,38,15,11,9,6
2022_11_08T09_59_43,14,9,7,5,3
2022_11_08T10_14_43,18,11,8,6,3
2022_11_08T10_29_43,11,6,4,1,0
2022_11_08T10_44_43,18,12,9,3,2
2022_11_08T10_59_43,44,16,11,8,5
2022_11_08T11_14_43,64,30,13,9,6
2022_11_08T11_29_43,68,29,12,8,7
2022_11_08T11_44_43,68,34,15,9,8
2022_11_08T11_59_43,70,37,16,9,7
2022_11_08T12_14_43,69,36,17,9,8
2022_11_08T12_29_43,64,37,18,9,7
2022_11_08T12_44_43,62,34,20,11,8
2022_11_08T12_59_43,66,35,16,8,8
2022_11_08T13_14_43,62,40,22,9,7
2022_11_08T13_29_43,60,36,14,12,7
2022_11_08T13_44_43,59,35,20,12,7
2022_11_08T13_59_43,63,32,15,9,7
2022_11_08T14_14_43,62,36,20,10,7
2022_11_08T14_29_43,66,42,17,14,7
2022_11_08T14_44_43,70,36,22,10,7
2022_11_08T14_59_43,60,41,20,12,8
2022_11_08T15_14_43,62,39,18,12,7
2022_11_08T15_29_43,58,35,18,11,7
2022_11_08T15_44_43,59,29,15,11,7
2022_11_08T15_59_43,55,28,15,11,8
2022_11_08T16_14_43,67,35,20,11,8
2022_11_08T16_29_43,63,38,23,14,10
2022_11_08T16_44_43,69,40,23,15,10
2022_11_08T16_59_43,63,39,20,11,9
2022_11_08T17_14_43,57,38,21,12,9
2022_11_08T17_29_43,61,36,20,11,7
2022_11_08T17_44_43,57,37,17,12,8
2022_11_08T17_59_43,67,38,18,11,9
2022_11_08T18_14_43,58,33,17,9,8
2022_11_08T18_29_43,66,37,16,9,7
2022_11_08T18_44_43,64,38,17,13,7
2022_11_08T18_59_43,58,36,17,12,9
2022_11_08T19_14_43,59,32,17,14,9
2022_11_08T19_29_43,66,33,20,11,10
2022_11_08T19_44_43,62,33,19,11,9
2022_11_08T19_59_43,61,32,21,12,8
2022_11_08T20_14_43,67,35,21,13,10
2022_11_08T20_29_43,63,30,19,14,10
2022_11_08T20_44_43,65,34,20,14,10
2022_11_08T20_59_43,65,34,17,13,10
2022_11_08T21_14_43,62,36,22,13,8
2022_11_08T21_29_43,62,30,19,11,8
2022_11_08T21_44_43,60,34,20,12,8
2022_11_08T21_59_43,57,31,17,12,9
2022_11_08T22_14_43,53,24,18,12,10
2022_11_08T22_29_43,59,27,17,12,9
2022_11_08T22_44_43,50,22,13,11,7
2022_11_08T22_59_43,42,21,14,7,6
2022_11_08T23_14_43,38,20,11,8,5
2022_11_08T23_29_42,42,22,13,8,6
2022_11_08T23_44_42,39,23,12,7,5
2022_11_08T23_59_42,23,10,7,5,3
2022_11_09T00_14_42,41,24,13,8,6
2022_11_09T00_29_42,37,22,11,8,3
2022_11_09T00_44_42,28,13,8,4,1
2022_11_09T00_59_42,27,9,7,4,3
2022_11_09T01_14_42,13,7,3,2,1
2022_11_09T01_29_42,26,15,9,5,2
2022_11_09T01_44_42,30,11,8,7,3
2022_11_09T01_59_42,29,12,9,7,4
2022_11_09T02_14_42,26,10,8,4,2
2022_11_09T02_29_42,19,8,7,5,2
2022_11_09T02_44_42,18,8,5,5,2
2022_11_09T02_59_42,20,11,7,6,4
2022_11_09T03_14_42,23,10,7,5,2
2022_11_09T03_29_42,19,10,8,5,3
2022_11_09T03_44_42,28,12,11,6,5
2022_11_09T03_59_42,36,13,8,6,4
2022_11_09T04_14_42,40,15,9,5,3
2022_11_09T04_29_42,54,22,13,10,7
2022_11_09T04_44_42,42,19,9,6,3
2022_11_09T04_59_42,52,23,12,7,5
2022_11_09T05_14_42,32,14,6,2,0
2022_11_09T05_29_42,13,5,2,1,0
2022_11_09T05_44_42,2,1,0,0,0
2022_11_09T05_59_42,0,0,0,0,0
2022_11_09T06_14_42,0,0,0,0,0
2022_11_09T06_29_42,0,0,0,0,0
2022_11_09T06_44_42,0,0,0,0,0
2022_11_09T06_59_42,0,0,0,0,0
2022_11_09T07_14_42,0,0,0,0,0
2022_11_09T07_29_42,0,0,0,0,0
2022_11_09T07_44_42,0,0,0,0,0
2022_11_09T07_59_42,0,0,0,0,0
2022_11_09T08_14_42,0,0,0,0,0
2022_11_09T08_29_42,0,0,0,0,0
2022_11_09T08_44_42,0,0,0,0,0
2022_11_09T08_59_42,1,1,0,0,0
2022_11_09T09_14_42,9,8,7,3,2
2022_11_09T09_29_42,1,0,0,0,0
2022_11_09T09_44_42,10,6,3,1,1
2022_11_09T09_59_42,18,12,7,4,4
2022_11_09T10_14_42,12,4,1,1,0
2022_11_09T10_29_42,28,13,8,4,3
2022_11_09T10_44_42,62,31,18,11,4
2022_11_09T10_59_42,46,20,15,5,5
2022_11_09T11_14_42,42,20,14,6,5
2022_11_09T11_29_42,63,38,21,12,4
2022_11_09T11_44_42,51,29,17,8,5
2022_11_09T11_59_42,47,32,15,9,7
2022_11_09T12_14_42,60,31,19,12,7
2022_11_09T12_29_42,57,31,18,12,8
2022_11_09T12_44_42,53,32,16,8,7
2022_11_09T12_59_42,53,41,21,12,10
2022_11_09T13_14_42,52,44,20,12,10
2022_11_09T13_29_42,50,35,21,16,12
2022_11_09T13_44_42,59,49,30,15,9
2022_11_09T13_59_42,44,28,19,9,7
2022_11_09T14_14_42,41,28,17,10,8
2022_11_09T14_29_42,41,32,14,11,7
2022_11_09T14_44_42,42,34,23,15,9
2022_11_09T14_59_42,47,38,21,13,10
2022_11_09T15_14_42,50,41,21,15,12
2022_11_09T15_29_42,53,38,18,15,9
2022_11_09T15_44_42,56,27,19,13,7
2022_11_09T15_59_42,49,33,21,13,8
2022_11_09T16_14_42,46,36,24,12,8
2022_11_09T16_29_42,46,36,20,13,8
2022_11_09T16_44_42,47,30,19,15,8
2022_11_09T16_59_42,42,36,24,14,8
2022_11_09T17_14_42,45,43,24,15,9
2022_11_09T17_29_42,43,39,22,14,9
2022_11_09T17_44_42,42,37,23,14,9
2022_11_09T17_59_42,42,37,24,15,7
2022_11_09T18_14_42,50,39,21,13,8
2022_11_09T18_29_42,47,38,21,12,9
2022_11_09T18_44_42,49,33,21,12,8
2022_11_09T18_59_42,47,37,21,13,7
2022_11_09T19_14_42,46,26,16,11,8
2022_11_09T19_29_42,45,34,22,15,10
2022_11_09T19_44_41,52,38,22,12,9
2022_11_09T19_59_41,49,34,21,14,9
2022_11_09T20_14_41,48,30,20,15,10
2022_11_09T20_29_41,42,32,17,13,9
2022_11_09T20_44_41,23,14,10,8,1
2022_11_09T20_59_41,10,6,3,0,0
2022_11_09T21_14_41,34,20,11,10,8
2022_11_09T21_29_41,49,30,18,11,9
2022_11_09T21_44_41,45,32,21,13,10
2022_11_09T21_59_41,49,42,23,16,8
2022_11_09T22_14_41,41,33,20,12,7
2022_11_09T22_29_41,49,37,18,13,7
2022_11_09T22_44_41,54,32,18,13,8
2022_11_09T22_59_41,56,41,24,16,11
2022_11_09T23_14_41,59,37,23,18,9
2022_11_09T23_29_41,53,34,19,13,10
2022_11_09T23_44_41,51,28,15,11,7
2022_11_09T23_59_41,36,18,12,9,6
2022_11_10T00_14_41,32,18,10,8,6
2022_11_10T00_29_41,28,14,9,6,3
2022_11_10T00_44_41,21,14,8,4,0
2022_11_10T00_59_41,16,11,7,4,2
2022_11_10T01_14_41,16,11,6,1,1
2022_11_10T01_29_41,14,8,5,2,0
2022_11_10T01_44_41,12,8,3,1,0
2022_11_10T01_59_41,12,7,3,1,0
2022_11_10T02_14_41,12,7,5,3,1
2022_11_10T02_29_41,11,5,2,0,0
2022_11_10T02_44_41,11,8,6,4,0
2022_11_10T02_59_41,12,5,4,1,1
2022_11_10T03_14_41,12,7,3,2,0
2022_11_10T03_29_41,12,6,6,3,2
2022_11_10T03_44_41,9,7,4,2,2
2022_11_10T03_59_41,10,7,6,4,3
2022_11_10T04_14_41,9,6,6,5,4
2022_11_10T04_29_41,8,6,6,6,5
2022_11_10T04_44_41,8,6,6,6,3
2022_11_10T04_59_41,10,6,6,3,1
2022_11_10T05_14_41,9,7,5,3,1
2022_11_10T05_29_41,8,7,5,2,1
2022_11_10T05_44_41,10,8,8,6,5
2022_11_10T05_59_41,9,7,6,5,1
2022_11_10T06_14_41,16,12,6,3,2
2022_11_10T06_29_41,15,11,8,5,4
2022_11_10T06_44_41,13,8,8,8,5
2022_11_10T06_59_41,14,7,5,4,2
2022_11_10T07_14_41,14,10,9,4,2
2022_11_10T07_29_41,15,9,7,6,4
2022_11_10T07_44_41,10,9,7,5,4
2022_11_10T07_59_41,16,12,9,8,4
2022_11_10T08_14_41,12,7,6,6,3
2022_11_10T08_29_41,32,19,13,11,7
2022_11_10T08_44_41,30,17,13,10,6
2022_11_10T08_59_41,46,28,17,13,9
2022_11_10T09_14_41,48,29,17,10,6
2022_11_10T09_29_41,49,34,19,10,6
2022_11_10T09_44_41,55,37,19,15,7
2022_11_10T09_59_41,51,42,25,14,9
2022_11_10T10_14_41,49,48,27,16,10
2022_11_10T10_29_41,49,46,25,21,7
2022_11_10T10_44_41,51,45,25,19,8
2022_11_10T10_59_41,50,48,27,18,13
2022_11_10T11_14_41,38,34,18,16,11
2022_11_10T11_29_41,54,54,35,19,13
2022_11_10T11_44_41,58,58,38,26,14
2022_11_10T11_59_41,67,67,43,20,16
2022_11_10T12_14_41,61,61,45,24,16
2022_11_10T12_29_41,67,67,39,22,16
2022_11_10T12_44_41,64,64,44,23,16
2022_11_10T12_59_41,66,66,41,23,18
2022_11_10T13_14_41,59,59,32,21,14
2022_11_10T13_29_41,63,62,33,21,14
2022_11_10T13_44_41,60,58,36,19,13
2022_11_10T13_59_41,66,63,36,26,13
2022_11_10T14_14_41,72,65,37,26,15
2022_11_10T14_29_41,62,55,29,20,15
2022_11_10T14_44_41,49,45,31,21,14
2022_11_10T14_59_41,38,34,22,18,12
2022_11_10T15_14_41,53,42,26,18,12
2022_11_10T15_29_41,60,47,27,18,13
2022_11_10T15_44_41,59,53,32,23,18
2022_11_10T15_59_41,64,57,37,28,19
2022_11_10T16_14_41,64,51,32,19,16
2022_11_10T16_29_41,61,52,36,19,14
2022_11_10T16_44_41,62,50,36,22,15
2022_11_10T16_59_41,51,43,26,21,14
2022_11_10T17_14_41,48,42,31,19,16
2022_11_10T17_29_41,51,35,29,18,13
2022_11_10T17_44_41,56,40,30,18,14
2022_11_10T17_59_41,54,42,30,19,13
2022_11_10T18_14_41,61,50,31,21,13
2022_11_10T18_29_41,70,53,37,25,17
2022_11_10T18_44_41,80,60,35,28,17
2022_11_10T18_59_41,88,71,41,29,21
2022_11_10T19_14_41,91,76,51,29,25
2022_11_10T19_29_41,116,92,57,35,25
2022_11_10T19_44_41,132,108,68,41,22
2022_11_10T19_59_41,148,130,68,42,24
2022_11_10T20_14_41,153,136,77,48,24
2022_11_10T20_29_41,147,122,75,37,23
2022_11_10T20_44_41,165,132,77,35,20
2022_11_10T20_59_41,157,141,74,36,18
2022_11_10T21_14_41,168,137,73,33,18
2022_11_10T21_29_41,153,121,73,47,21
2022_11_10T21_44_41,158,128,71,39,18
2022_11_10T21_59_41,145,108,69,34,14
2022_11_10T22_14_41,136,95,57,23,13
2022_11_10T22_29_41,125,70,40,18,9
2022_11_10T22_44_41,109,69,32,20,8
2022_11_10T22_59_41,110,67,32,14,5
2022_11_10T23_14_41,44,23,14,7,3
2022_11_10T23_29_41,89,45,19,7,4
2022_11_10T23_44_41,43,21,14,8,3
2022_11_10T23_59_41,48,24,13,6,3
2022_11_11T00_14_41,38,18,10,5,3
2022_11_11T00_29_41,24,11,5,2,2
2022_11_11T00_44_41,43,24,10,6,2
2022_11_11T00_59_41,12,8,4,2,2
2022_11_11T01_14_41,10,8,6,4,2
2022_11_11T01_29_41,10,7,4,2,1
2022_11_11T01_44_41,6,6,2,1,1
2022_11_11T01_59_41,1,0,0,0,0
2022_11_11T02_14_41,1,0,0,0,0
2022_11_11T02_29_41,0,0,0,0,0
2022_11_11T02_44_41,6,3,0,0,0
2022_11_11T02_59_41,8,5,0,0,0
2022_11_11T03_14_41,7,5,2,1,1
2022_11_11T03_29_41,5,4,3,2,1
2022_11_11T03_44_41,3,3,3,2,1
2022_11_11T03_59_41,8,6,5,2,1
2022_11_11T04_14_41,8,6,3,1,0
2022_11_11T04_29_41,8,5,2,1,1
2022_11_11T04_44_41,9,7,4,1,0
2022_11_11T04_59_41,13,9,6,3,1
2022_11_11T05_14_41,12,9,6,5,1
2022_11_11T05_29_41,9,8,6,4,1
2022_11_11T05_44_41,10,9,4,2,1
2022_11_11T05_59_41,11,8,7,3,0
2022_11_11T06_14_41,16,10,6,2,1
2022_11_11T06_29_41,15,11,8,5,2
2022_11_11T06_44_41,13,12,11,6,5
2022_11_11T06_59_41,11,11,10,5,2
2022_11_11T07_14_41,13,11,9,6,5
2022_11_11T07_29_41,11,11,9,7,4
2022_11_11T07_44_41,9,8,7,4,2
2022_11_11T07_59_41,10,8,6,4,3
2022_11_11T08_14_41,10,9,7,5,3
2022_11_11T08_29_41,13,10,8,6,4
2022_11_11T08_44_41,22,17,10,6,4
2022_11_11T08_59_41,23,15,9,7,6
2022_11_11T09_14_41,22,15,11,9,6
2022_11_11T09_29_41,22,18,13,10,9
2022_11_11T09_44_41,27,21,15,10,10
2022_11_11T09_59_41,30,29,21,13,11
2022_11_11T10_14_41,32,30,18,15,12
2022_11_11T10_29_41,32,29,18,15,12
2022_11_11T10_44_41,35,35,21,15,11
2022_11_11T10_59_41,41,39,25,18,14
2022_11_11T11_14_41,36,32,26,20,17
2022_11_11T11_29_41,32,32,26,19,15
2022_11_11T11_44_41,38,31,20,16,10
2022_11_11T11_59_41,32,29,23,16,13
2022_11_11T12_14_41,34,34,26,17,14
2022_11_11T12_29_41,45,40,27,20,15
2022_11_11T12_44_41,56,50,32,23,13
2022_11_11T12_59_41,65,65,38,23,15
2022_11_11T13_14_41,44,44,26,18,13
2022_11_11T13_29_41,41,41,26,20,12
2022_11_11T13_44_41,46,46,29,18,15
2022_11_11T13_59_41,46,46,34,24,14
2022_11_11T14_14_41,46,46,29,23,17
2022_11_11T14_29_41,37,35,20,16,13
2022_11_11T14_44_41,53,52,27,20,14
2022_11_11T14_59_41,49,49,32,21,18
2022_11_11T15_14_41,41,41,28,19,15
2022_11_11T15_29_41,30,30,24,20,16
2022_11_11T15_44_41,36,31,21,19,13
2022_11_11T15_59_41,36,25,20,17,12
2022_11_11T16_14_41,29,24,17,15,11
2022_11_11T16_29_41,30,25,19,14,11
2022_11_11T16_44_41,37,27,22,19,11
2022_11_11T16_59_41,31,23,19,14,9
2022_11_11T17_14_41,28,19,14,11,8
2022_11_11T17_29_41,33,25,18,16,9
2022_11_11T17_44_41,34,29,21,17,10
2022_11_11T17_59_41,29,29,20,13,10
2022_11_11T18_14_41,26,26,20,11,9
2022_11_11T18_29_41,31,22,16,11,9
2022_11_11T18_44_41,31,22,18,13,12
2022_11_11T18_59_41,33,19,12,11,8
2022_11_11T19_14_41,25,18,17,11,10
2022_11_11T19_29_41,16,13,13,10,10
2022_11_11T19_44_41,19,12,11,10,8
2022_11_11T19_59_41,18,11,9,8,8
2022_11_11T20_14_41,23,14,10,9,6
2022_11_11T20_29_41,32,21,14,10,8
2022_11_11T20_44_41,32,19,11,9,8
2022_11_11T20_59_41,39,21,16,9,7
2022_11_11T21_14_41,27,12,9,7,4
2022_11_11T21_29_41,12,11,9,6,3
2022_11_11T21_44_41,18,9,8,6,3
2022_11_11T21_59_41,14,9,8,7,2
2022_11_11T22_14_41,8,6,5,0,0
2022_11_11T22_29_41,8,4,1,0,0
2022_11_11T22_44_41,6,3,0,0,0
2022_11_11T22_59_41,5,3,1,1,0
2022_11_11T23_14_41,15,10,5,4,3
2022_11_11T23_29_41,39,19,12,6,4
2022_11_11T23_44_41,43,20,12,9,4
2022_11_11T23_59_41,51,27,17,10,5
2022_11_12T00_14_41,49,25,14,6,4
2022_11_12T00_29_41,46,20,12,7,3
2022_11_12T00_44_41,37,23,9,5,3
2022_11_12T00_59_41,34,20,10,8,6
2022_11_12T01_14_41,41,31,14,10,5
2022_11_12T01_29_40,45,28,16,10,4
2022_11_12T01_44_40,36,24,12,9,6
2022_11_12T01_59_40,37,18,12,8,5
2022_11_12T02_14_40,14,9,6,4,3
2022_11_12T02_29_40,18,11,7,6,5
2022_11_12T02_44_40,7,6,3,0,0
2022_11_12T02_59_40,44,22,11,8,4
2022_11_12T03_14_40,37,21,13,6,2
2022_11_12T03_29_40,48,23,13,7,3
2022_11_12T03_44_40,45,25,17,9,4
2022_11_12T03_59_40,34,16,10,7,4
2022_11_12T04_14_40,34,22,12,8,5
2022_11_12T04_29_40,13,9,7,6,4
2022_11_12T04_44_40,38,17,7,5,2
2022_11_12T04_59_40,48,21,11,6,2
2022_11_12T05_14_40,51,34,17,10,6
2022_11_12T05_29_40,43,27,11,7,4
2022_11_12T05_44_40,50,36,17,12,6
2022_11_12T05_59_40,45,26,13,9,6
2022_11_12T06_14_40,18,14,6,6,4
2022_11_12T06_29_40,36,17,10,7,4
2022_11_12T06_44_40,12,10,6,5,4
2022_11_12T06_59_40,23,9,7,6,4
2022_11_12T07_14_40,36,20,10,6,4
2022_11_12T07_29_40,36,22,10,9,5
2022_11_12T07_44_40,23,12,8,6,5
2022_11_12T07_59_40,49,27,13,7,6
2022_11_12T08_14_40,45,22,12,9,6
2022_11_12T08_29_40,47,22,13,11,6
2022_11_12T08_44_40,37,21,14,9,8
2022_11_12T08_59_40,54,27,17,10,7
2022_11_12T09_14_40,54,33,14,9,6
2022_11_12T09_29_40,53,35,15,10,6
2022_11_12T09_44_40,60,47,23,16,8
2022_11_12T09_59_40,58,24,17,10,7
2022_11_12T10_14_40,41,19,10,8,7
2022_11_12T10_29_40,45,29,13,8,5
2022_11_12T10_44_36,53,42,22,10,6
2022_11_12T10_59_40,53,33,17,11,5
2022_11_12T11_14_40,54,31,16,10,5
2022_11_12T11_29_40,51,33,16,9,6
2022_11_12T11_44_40,52,33,16,11,7
2022_11_12T11_59_40,47,38,20,13,10
2022_11_12T12_14_40,43,34,17,10,6
2022_11_12T12_29_40,41,28,15,11,7
2022_11_12T12_44_40,54,36,18,10,8
2022_11_12T12_59_40,46,32,18,9,7
2022_11_12T13_14_40,39,27,15,9,8
2022_11_12T13_29_40,33,24,14,10,7
2022_11_12T13_44_40,32,25,14,10,6
2022_11_12T13_59_40,44,33,18,11,8
2022_11_12T14_14_40,45,36,15,12,8
2022_11_12T14_29_40,55,29,18,10,7
2022_11_12T14_44_40,44,28,16,11,8
2022_11_12T14_59_40,48,28,14,10,8
2022_11_12T15_14_40,44,24,14,10,7
2022_11_12T15_29_40,42,24,17,9,8
2022_11_12T15_44_40,44,20,11,8,7
2022_11_12T15_59_40,44,21,14,10,4
2022_11_12T16_14_40,40,21,11,10,5
2022_11_12T16_29_40,41,27,14,11,8
2022_11_12T16_44_40,53,28,13,7,7
2022_11_12T16_59_40,62,28,15,10,6
2022_11_12T17_14_40,63,34,17,10,8
2022_11_12T17_29_40,59,38,19,11,8
2022_11_12T17_44_40,55,32,16,11,6
2022_11_12T17_59_40,57,27,15,11,9
2022_11_12T18_14_40,47,26,15,9,6
2022_11_12T18_29_40,67,32,17,11,5
2022_11_12T18_44_40,55,38,17,11,6
2022_11_12T18_59_40,64,34,16,11,6
2022_11_12T19_14_40,59,37,18,12,8
2022_11_12T19_29_40,57,36,19,11,8
2022_11_12T19_44_40,49,33,19,12,9
2022_11_12T19_59_40,48,38,20,13,10
2022_11_12T20_14_40,61,22,14,10,6
2022_11_12T20_29_40,28,16,10,9,6
2022_11_12T20_44_40,49,23,14,10,9
2022_11_12T20_59_40,24,13,10,7,7
2022_11_12T21_14_40,35,18,12,8,7
2022_11_12T21_29_40,30,17,10,7,7
2022_11_12T21_44_40,29,15,12,9,5
2022_11_12T21_59_40,37,20,12,9,7
2022_11_12T22_14_40,69,30,16,10,9
2022_11_12T22_29_40,59,34,23,12,8
2022_11_12T22_44_40,60,42,20,13,8
2022_11_12T22_59_40,51,30,17,10,8
2022_11_12T23_14_40,41,22,13,11,8
2022_11_12T23_29_40,28,15,10,10,8
2022_11_12T23_44_40,36,15,9,7,3
2022_11_12T23_59_40,39,17,11,7,6
2022_11_13T00_14_40,51,27,11,10,7
2022_11_13T00_29_40,32,18,11,7,7
2022_11_13T00_44_40,15,9,6,4,2
2022_11_13T00_59_39,10,8,6,5,3
2022_11_13T01_14_39,13,9,7,5,3
2022_11_13T01_29_39,9,5,5,3,3
2022_11_13T01_44_39,12,9,6,3,1
