Timestamp,Count (t=30),Count (t=40),Count (t=50),Count (t=60),Count (t=70)
2022_11_19T09_29_39,61,33,20,15,10
2022_11_19T09_44_39,58,35,25,16,10
2022_11_19T09_59_39,60,31,19,12,8
2022_11_19T10_14_39,66,30,21,12,11
2022_11_19T10_29_39,71,43,25,18,13
2022_11_19T10_44_39,79,36,29,19,10
2022_11_19T10_59_39,85,42,26,18,10
2022_11_19T11_14_39,82,46,29,18,14
2022_11_19T11_29_39,105,50,31,20,12
2022_11_19T11_44_39,97,54,30,21,15
2022_11_19T11_59_39,112,53,32,19,13
2022_11_19T12_14_39,104,57,35,18,10
2022_11_19T12_29_39,100,54,36,23,12
2022_11_19T12_44_39,102,56,32,19,13
2022_11_19T12_59_39,97,51,35,17,12
2022_11_19T13_14_39,107,54,33,20,13
2022_11_19T13_29_39,101,59,36,22,11
2022_11_19T13_44_39,106,59,35,19,11
2022_11_19T13_59_39,107,59,32,18,9
2022_11_19T14_14_39,111,66,30,17,8
2022_11_19T14_29_39,106,62,31,18,7
2022_11_19T14_44_39,99,58,34,18,10
2022_11_19T14_59_39,104,62,35,15,11
2022_11_19T15_14_39,100,57,35,17,13
2022_11_19T15_29_39,104,54,36,23,13
2022_11_19T15_44_39,92,57,37,20,12
2022_11_19T15_59_39,90,58,37,14,13
2022_11_19T16_14_39,98,55,31,16,11
2022_11_19T16_29_39,84,53,27,16,13
2022_11_19T16_44_39,84,48,30,22,13
2022_11_19T16_59_39,75,49,26,17,15
2022_11_19T17_14_39,65,45,26,13,11
2022_11_19T17_29_39,70,43,22,15,11
2022_11_19T17_44_39,40,26,19,14,9
2022_11_19T17_59_39,36,27,21,15,11
2022_11_19T18_14_39,25,15,13,8,2
2022_11_19T18_29_39,86,45,24,13,7
2022_11_19T18_44_39,89,51,24,15,10
2022_11_19T18_59_39,101,62,29,18,9
2022_11_19T19_14_39,114,68,36,22,12
2022_11_19T19_29_39,130,73,47,20,14
2022_11_19T19_44_39,151,96,53,25,14
2022_11_19T19_59_39,171,101,56,29,16
2022_11_19T20_14_39,181,106,57,32,18
2022_11_19T20_29_39,204,115,67,38,16
2022_11_19T20_44_39,215,127,68,41,14
2022_11_19T20_59_39,218,131,72,38,11
2022_11_19T21_14_39,218,128,67,25,10
2022_11_19T21_29_39,212,125,60,28,13
2022_11_19T21_44_39,223,135,62,27,11
2022_11_19T21_59_39,208,113,63,25,8
2022_11_19T22_14_39,191,102,49,21,5
2022_11_19T22_29_39,176,89,46,19,3
2022_11_19T22_44_39,181,84,32,15,5
2022_11_19T22_59_39,145,62,31,9,3
2022_11_19T23_14_39,117,52,26,14,3
2022_11_19T23_29_39,111,58,24,9,2
2022_11_19T23_44_39,95,50,15,7,1
2022_11_19T23_59_39,94,42,15,8,3
2022_11_20T00_14_39,71,34,11,6,3
2022_11_20T00_29_39,60,29,14,5,2
2022_11_20T00_44_39,48,22,9,4,0
2022_11_20T00_59_39,45,20,10,3,1
2022_11_20T01_14_39,38,13,4,2,2
2022_11_20T01_29_39,32,12,5,1,1
2022_11_20T01_44_39,33,16,5,1,1
2022_11_20T01_59_39,24,11,3,2,0
2022_11_20T02_14_39,19,9,2,2,0
2022_11_20T02_29_39,13,2,2,1,0
2022_11_20T02_44_39,11,2,1,1,0
2022_11_20T02_59_39,10,2,1,1,0
2022_11_20T03_14_39,11,2,0,0,0
2022_11_20T03_29_39,11,4,1,1,0
2022_11_20T03_44_39,8,6,3,1,0
2022_11_20T03_59_39,11,6,2,1,0
2022_11_20T04_14_39,7,4,2,1,0
2022_11_20T04_29_39,9,3,2,1,0
2022_11_20T04_44_39,9,5,4,2,1
2022_11_20T04_59_39,15,6,4,3,1
2022_11_20T05_14_39,13,8,4,1,0
2022_11_20T05_29_39,20,9,5,2,2
2022_11_20T05_44_39,27,14,6,4,1
2022_11_20T05_59_39,39,15,7,2,1
2022_11_20T06_14_39,45,21,12,3,2
2022_11_20T06_29_39,49,26,13,8,3
2022_11_20T06_44_39,57,29,11,5,2
2022_11_20T06_59_39,37,18,11,5,2
2022_11_20T07_14_39,35,15,10,6,2
2022_11_20T07_29_39,34,20,10,8,4
2022_11_20T07_44_39,33,21,13,7,5
2022_11_20T07_59_39,34,20,11,9,6
2022_11_20T08_14_39,42,25,16,9,5
2022_11_20T08_29_39,42,24,16,9,5
2022_11_20T08_44_39,55,27,14,9,7
2022_11_20T08_59_39,53,34,17,12,8
2022_11_20T09_14_39,57,36,22,14,12
2022_11_20T09_29_39,67,38,30,17,13
2022_11_20T09_44_39,71,41,29,17,15
2022_11_20T09_59_39,79,38,28,17,13
2022_11_20T10_14_39,76,36,26,17,13
2022_11_20T10_29_39,76,48,26,22,13
2022_11_20T10_44_39,75,42,27,17,12
2022_11_20T10_59_39,72,46,27,19,13
2022_11_20T11_14_39,78,48,30,17,13
2022_11_20T11_29_39,99,48,28,18,12
2022_11_20T11_44_39,89,50,30,19,14
2022_11_20T11_59_39,94,46,30,20,14
2022_11_20T12_14_39,94,52,34,21,13
2022_11_20T12_29_39,102,51,33,23,13
2022_11_20T12_44_40,106,50,28,18,12
2022_11_20T12_59_40,94,51,29,18,11
2022_11_20T13_14_40,102,60,29,18,10
2022_11_20T13_29_40,105,53,33,15,9
2022_11_20T13_44_40,112,56,33,17,11
2022_11_20T13_59_40,111,53,30,18,11
2022_11_20T14_14_40,118,61,30,21,16
2022_11_20T14_29_40,110,59,33,21,13
2022_11_20T14_44_40,107,61,33,21,13
2022_11_20T14_59_40,108,66,36,25,15
2022_11_20T15_14_40,106,59,40,20,12
2022_11_20T15_29_40,85,55,37,22,9
2022_11_20T15_44_40,98,60,46,22,15
2022_11_20T15_59_40,98,66,39,21,12
2022_11_20T16_14_40,89,58,33,18,13
2022_11_20T16_29_40,92,54,32,20,15
2022_11_20T16_44_40,81,47,28,21,15
2022_11_20T16_59_40,73,47,29,16,14
2022_11_20T17_14_40,50,34,23,10,6
2022_11_20T17_29_40,68,39,19,12,8
2022_11_20T17_44_40,62,40,22,14,8
2022_11_20T17_59_40,70,42,22,16,12
2022_11_20T18_14_40,68,40,22,13,8
2022_11_20T18_29_40,73,35,20,9,7
2022_11_20T18_44_40,77,42,22,11,7
2022_11_20T18_59_40,97,52,32,12,7
2022_11_20T19_14_40,88,56,33,16,7
2022_11_20T19_29_40,97,61,36,15,7
2022_11_20T19_44_40,93,51,37,18,9
2022_11_20T19_59_40,132,78,46,22,12
2022_11_20T20_14_40,152,88,54,27,13
2022_11_20T20_29_40,173,100,57,35,14
2022_11_20T20_44_40,193,115,73,38,14
2022_11_20T20_59_40,195,112,65,34,8
2022_11_20T21_14_40,179,112,57,26,6
2022_11_20T21_29_40,226,122,63,32,13
2022_11_20T21_44_40,200,121,64,33,15
2022_11_20T21_59_40,192,102,60,27,9
2022_11_20T22_14_40,159,87,45,20,8
2022_11_20T22_29_40,125,68,30,16,8
2022_11_20T22_44_40,157,66,34,13,5
2022_11_20T22_59_40,116,54,22,8,3
2022_11_20T23_14_40,100,47,19,5,1
2022_11_20T23_29_40,72,35,10,3,0
2022_11_20T23_44_40,66,31,9,3,0
2022_11_20T23_59_40,67,30,6,3,1
2022_11_21T00_14_40,65,29,16,7,3
2022_11_21T00_29_40,56,26,12,5,2
2022_11_21T00_44_40,40,20,13,4,0
2022_11_21T00_59_40,30,18,14,3,0
2022_11_21T01_14_40,31,15,4,3,0
2022_11_21T01_29_40,20,9,4,2,0
2022_11_21T01_44_40,26,12,5,2,0
2022_11_21T01_59_40,25,10,5,1,1
2022_11_21T02_14_40,19,8,4,2,1
2022_11_21T02_29_40,12,4,4,2,1
2022_11_21T02_44_40,11,5,3,2,2
2022_11_21T02_59_40,5,5,2,0,0
2022_11_21T03_14_40,8,6,5,3,0
2022_11_21T03_29_40,7,6,6,2,0
2022_11_21T03_44_40,6,4,2,0,0
2022_11_21T03_59_40,4,2,2,1,0
2022_11_21T04_14_40,6,6,4,3,2
2022_11_21T04_29_40,6,6,4,4,2
2022_11_21T04_44_40,7,6,5,4,2
2022_11_21T04_59_40,6,6,5,5,3
2022_11_21T05_14_40,9,7,5,4,2
2022_11_21T05_29_40,7,6,5,4,2
2022_11_21T05_44_40,6,6,5,5,5
2022_11_21T05_59_40,9,6,5,3,2
2022_11_21T06_14_40,9,8,5,4,3
2022_11_21T06_29_40,17,15,11,7,6
2022_11_21T06_44_40,8,6,6,6,5
2022_11_21T06_59_40,7,6,6,5,3
2022_11_21T07_14_40,8,7,7,6,4
2022_11_21T07_29_40,10,9,8,7,4
2022_11_21T07_44_40,11,9,9,8,5
2022_11_21T07_59_40,13,10,9,6,5
2022_11_21T08_14_40,13,11,9,8,4
2022_11_21T08_29_40,13,9,8,7,5
2022_11_21T08_44_40,17,12,10,8,6
2022_11_21T08_59_40,20,14,11,9,8
2022_11_21T09_14_40,16,13,11,8,6
2022_11_21T09_29_40,13,9,8,8,7
2022_11_21T09_44_40,23,14,11,8,7
2022_11_21T09_59_40,21,12,9,8,6
2022_11_21T10_14_40,30,19,13,10,8
2022_11_21T10_29_40,48,28,20,13,11
2022_11_21T10_44_40,34,22,13,9,8
2022_11_21T10_59_40,40,26,15,10,8
2022_11_21T11_14_40,30,21,14,9,6
2022_11_21T11_29_40,33,22,12,10,8
2022_11_21T11_44_41,37,25,15,9,7
2022_11_21T11_59_41,42,25,16,11,8
2022_11_21T12_14_41,48,32,21,12,7
2022_11_21T12_29_41,51,28,20,14,9
2022_11_21T12_44_41,55,32,20,10,10
2022_11_21T12_59_41,66,30,19,13,8
2022_11_21T13_14_41,58,30,17,12,9
2022_11_21T13_29_41,57,32,20,15,10
2022_11_21T13_44_41,59,33,23,17,11
2022_11_21T13_59_41,56,30,18,14,9
2022_11_21T14_14_41,53,31,18,14,9
2022_11_21T14_29_41,60,36,19,16,8
2022_11_21T14_44_41,50,31,20,14,10
2022_11_21T14_59_41,53,32,19,14,8
2022_11_21T15_14_41,50,28,17,13,8
2022_11_21T15_29_41,51,28,17,13,8
2022_11_21T15_44_41,49,31,19,14,6
2022_11_21T15_59_41,76,41,25,16,10
2022_11_21T16_14_41,70,37,27,15,11
2022_11_21T16_29_41,55,30,21,13,11
2022_11_21T16_44_41,61,29,22,15,12
2022_11_21T16_59_41,77,48,27,18,13
2022_11_21T17_14_41,65,41,22,16,14
2022_11_21T17_29_41,64,40,25,14,12
2022_11_21T17_44_41,72,45,30,17,14
2022_11_21T17_59_41,72,41,24,18,12
2022_11_21T18_14_41,71,44,25,18,12
2022_11_21T18_29_41,71,41,22,16,11
2022_11_21T18_44_41,77,51,27,16,10
2022_11_21T18_59_41,89,47,30,18,12
2022_11_21T19_14_41,91,56,33,19,12
2022_11_21T19_29_41,109,62,44,29,16
2022_11_21T19_44_41,127,74,42,29,16
2022_11_21T19_59_41,145,82,51,33,17
2022_11_21T20_14_41,136,86,51,31,16
2022_11_21T20_29_41,160,97,56,30,16
2022_11_21T20_44_41,167,92,53,36,18
2022_11_21T20_59_41,183,93,53,29,15
2022_11_21T21_14_41,169,83,46,23,7
2022_11_21T21_29_41,160,79,44,22,8
2022_11_21T21_44_41,157,89,45,23,7
2022_11_21T21_59_41,163,78,42,18,9
2022_11_21T22_14_41,148,68,29,13,3
2022_11_21T22_29_41,129,64,31,11,3
2022_11_21T22_44_41,97,45,22,11,4
2022_11_21T22_59_41,79,36,21,7,3
2022_11_21T23_14_41,76,33,16,6,2
2022_11_21T23_29_41,66,38,14,7,3
2022_11_21T23_44_41,60,32,15,5,2
2022_11_21T23_59_41,47,28,12,6,5
2022_11_22T00_14_41,48,29,16,9,5
2022_11_22T00_29_41,47,26,12,7,2
2022_11_22T00_44_41,39,19,11,4,2
2022_11_22T00_59_41,33,13,9,4,1
2022_11_22T01_14_41,24,10,6,2,1
2022_11_22T01_29_41,19,10,6,2,1
2022_11_22T01_44_41,19,9,4,2,1
2022_11_22T01_59_37,19,10,4,2,1
2022_11_22T02_14_41,13,5,2,1,0
2022_11_22T02_29_41,13,5,2,1,0
2022_11_22T02_44_41,8,5,2,0,0
2022_11_22T02_59_41,7,4,3,2,2
2022_11_22T03_14_41,4,3,2,1,0
2022_11_22T03_29_41,4,3,2,1,1
2022_11_22T03_44_41,5,4,4,4,1
2022_11_22T03_59_41,7,4,3,2,1
2022_11_22T04_14_41,11,8,7,5,1
2022_11_22T04_29_41,9,8,5,4,0
2022_11_22T04_44_41,10,7,5,5,1
2022_11_22T04_59_41,9,6,5,3,2
2022_11_22T05_14_41,9,7,4,4,2
2022_11_22T05_29_41,11,7,5,3,0
2022_11_22T05_44_41,6,4,1,0,0
2022_11_22T05_59_41,10,6,5,4,4
2022_11_22T06_14_41,9,6,6,6,3
2022_11_22T06_29_41,36,18,14,10,5
2022_11_22T06_44_41,49,24,15,6,4
2022_11_22T06_59_41,39,21,14,7,4
2022_11_22T07_14_41,31,17,10,5,4
2022_11_22T07_29_41,23,13,10,8,4
2022_11_22T07_44_41,26,14,9,6,5
2022_11_22T07_59_41,17,10,7,4,2
2022_11_22T08_14_41,24,16,11,7,3
2022_11_22T08_29_41,46,23,15,9,8
2022_11_22T08_44_41,60,33,18,13,9
2022_11_22T08_59_41,61,36,26,18,8
2022_11_22T09_14_41,72,38,24,16,11
2022_11_22T09_29_41,74,37,23,19,13
2022_11_22T09_44_41,76,43,24,18,14
2022_11_22T09_59_41,74,42,26,18,16
2022_11_22T10_14_41,89,44,26,18,15
2022_11_22T10_29_41,82,47,28,20,14
2022_11_22T10_44_41,89,42,29,20,14
2022_11_22T10_59_41,87,46,28,21,13
2022_11_22T11_14_41,96,52,30,18,12
2022_11_22T11_29_41,104,53,35,20,14
2022_11_22T11_44_41,102,59,33,20,14
2022_11_22T11_59_41,107,50,36,18,13
2022_11_22T12_14_41,112,60,33,18,12
2022_11_22T12_29_41,106,62,34,17,14
2022_11_22T12_44_42,119,65,36,20,11
2022_11_22T12_59_42,126,58,28,19,12
2022_11_22T13_14_42,124,63,34,17,13
2022_11_22T13_29_42,127,60,32,18,13
2022_11_22T13_44_42,122,64,32,20,13
2022_11_22T13_59_42,129,62,32,20,14
2022_11_22T14_14_42,119,64,36,23,12
2022_11_22T14_29_42,121,63,33,24,16
2022_11_22T14_44_42,115,66,37,23,14
2022_11_22T14_59_42,106,59,33,23,16
2022_11_22T15_14_42,113,60,39,23,12
2022_11_22T15_29_42,101,60,39,21,13
2022_11_22T15_44_42,104,62,37,23,12
2022_11_22T15_59_42,108,56,36,20,12
2022_11_22T16_14_42,102,67,35,20,10
2022_11_22T16_29_42,95,54,29,18,10
2022_11_22T16_44_42,93,57,30,19,12
2022_11_22T16_59_42,84,48,24,18,11
2022_11_22T17_14_42,82,43,23,15,11
2022_11_22T17_29_42,72,46,20,14,7
2022_11_22T17_44_42,76,42,20,13,9
2022_11_22T17_59_42,75,38,21,12,5
2022_11_22T18_14_42,83,48,22,9,5
2022_11_22T18_29_42,80,47,25,8,3
2022_11_22T18_44_42,87,47,26,14,7
2022_11_22T18_59_42,104,55,33,17,7
2022_11_22T19_14_42,115,60,35,19,11
2022_11_22T19_29_42,112,69,44,25,10
2022_11_22T19_44_42,154,84,52,21,13
2022_11_22T19_59_42,161,94,58,29,17
2022_11_22T20_14_42,165,96,57,35,18
2022_11_22T20_29_42,195,110,62,33,19
2022_11_22T20_44_42,195,102,58,31,12
2022_11_22T20_59_42,194,110,50,27,10
2022_11_22T21_14_42,218,113,63,27,11
2022_11_22T21_29_42,223,111,51,26,9
2022_11_22T21_44_42,222,127,57,29,12
2022_11_22T21_59_42,208,114,65,26,7
2022_11_22T22_14_42,213,120,55,29,7
2022_11_22T22_29_42,183,94,50,18,7
2022_11_22T22_44_42,155,76,37,15,4
2022_11_22T22_59_42,149,72,30,12,3
2022_11_22T23_14_42,111,49,21,6,3
2022_11_22T23_29_42,114,48,23,10,1
2022_11_22T23_44_42,87,45,17,8,0
2022_11_22T23_59_42,49,21,11,4,1
2022_11_23T00_14_42,57,32,13,10,1
2022_11_23T00_29_42,56,29,18,11,3
2022_11_23T00_44_42,49,28,15,7,2
2022_11_23T00_59_42,44,24,15,7,4
2022_11_23T01_14_42,29,15,9,5,4
2022_11_23T01_29_42,9,4,3,1,0
2022_11_23T01_44_42,13,6,5,3,1
2022_11_23T01_59_42,13,8,4,1,1
2022_11_23T02_14_42,14,6,2,1,1
2022_11_23T02_29_42,7,4,1,1,1
2022_11_23T02_44_42,6,6,5,1,1
2022_11_23T02_59_42,5,4,4,4,2
2022_11_23T03_14_42,5,4,3,3,2
2022_11_23T03_29_42,5,3,3,3,3
2022_11_23T03_44_42,5,5,3,3,1
2022_11_23T03_59_42,4,4,4,3,2
2022_11_23T04_14_42,5,5,5,4,1
2022_11_23T04_29_42,8,8,4,3,3
2022_11_23T04_44_42,6,5,5,4,4
2022_11_23T04_59_42,6,6,6,5,3
2022_11_23T05_14_42,10,8,6,3,2
2022_11_23T05_29_42,7,7,7,5,3
2022_11_23T05_44_42,6,6,4,3,3
2022_11_23T05_59_42,10,6,6,5,5
2022_11_23T06_14_42,12,9,8,7,5
2022_11_23T06_29_42,31,18,13,11,7
2022_11_23T06_44_43,20,12,7,5,4
2022_11_23T06_59_43,7,7,6,5,5
2022_11_23T07_14_43,9,7,6,6,4
2022_11_23T07_29_43,9,8,8,7,5
2022_11_23T07_44_43,10,10,6,6,4
2022_11_23T07_59_43,17,13,10,6,5
2022_11_23T08_14_43,18,14,11,10,7
2022_11_23T08_29_43,38,23,16,11,9
2022_11_23T08_44_43,38,23,19,11,8
2022_11_23T08_59_43,45,30,21,14,13
2022_11_23T09_14_43,46,27,19,15,12
2022_11_23T09_29_43,52,34,24,16,12
2022_11_23T09_44_43,59,36,21,16,14
2022_11_23T09_59_43,52,30,22,17,11
2022_11_23T10_14_43,54,32,25,13,8
2022_11_23T10_29_43,55,36,24,18,12
2022_11_23T10_44_43,66,39,30,20,14
2022_11_23T10_59_43,67,39,29,21,14
2022_11_23T11_14_43,77,39,29,18,13
2022_11_23T11_29_43,78,43,30,20,14
2022_11_23T11_44_43,80,42,28,18,14
2022_11_23T11_59_43,89,43,31,19,13
2022_11_23T12_14_43,86,50,28,17,12
2022_11_23T12_29_43,88,46,34,17,10
2022_11_23T12_44_43,103,54,28,16,12
2022_11_23T12_59_43,104,52,23,15,6
2022_11_23T13_14_43,101,47,22,14,7
2022_11_23T13_29_43,95,45,21,13,9
2022_11_23T13_44_43,73,35,21,13,7
2022_11_23T13_59_43,98,55,26,16,11
2022_11_23T14_14_43,101,52,26,15,11
2022_11_23T14_29_43,95,47,22,14,10
2022_11_23T14_44_43,92,48,28,18,11
2022_11_23T14_59_43,95,49,25,16,7
2022_11_23T15_14_43,92,50,29,18,9
2022_11_23T15_29_43,82,54,29,16,10
2022_11_23T15_44_43,82,49,29,16,10
2022_11_23T15_59_43,87,49,26,16,9
2022_11_23T16_14_43,79,43,29,13,9
2022_11_23T16_29_43,71,39,25,16,12
2022_11_23T16_44_43,73,39,23,15,9
2022_11_23T16_59_43,71,40,25,14,11
2022_11_23T17_14_43,60,39,22,16,11
2022_11_23T17_29_43,62,31,19,15,11
2022_11_23T17_44_43,58,37,23,14,11
2022_11_23T17_59_43,63,38,22,13,11
2022_11_23T18_14_43,68,39,20,11,7
2022_11_23T18_29_43,67,32,20,13,8
2022_11_23T18_44_43,67,39,20,10,8
2022_11_23T18_59_43,47,31,18,14,10
2022_11_23T19_14_43,59,33,19,14,8
2022_11_23T19_29_43,65,36,21,19,12
2022_11_23T19_44_43,65,39,23,16,11
2022_11_23T19_59_43,53,32,19,16,11
2022_11_23T20_14_43,65,37,20,12,10
2022_11_23T20_29_43,59,37,18,14,10
2022_11_23T20_44_43,61,37,17,13,8
2022_11_23T20_59_43,57,35,19,14,10
2022_11_23T21_14_43,60,37,21,11,8
2022_11_23T21_29_43,59,33,22,12,9
2022_11_23T21_44_43,66,31,17,12,6
2022_11_23T21_59_43,72,34,22,12,9
2022_11_23T22_14_44,72,34,19,10,6
2022_11_23T22_29_44,73,34,19,12,7
2022_11_23T22_44_44,71,35,19,10,7
2022_11_23T22_59_44,78,35,21,12,8
2022_11_23T23_14_44,72,34,21,14,9
2022_11_23T23_29_44,75,37,20,13,9
2022_11_23T23_44_44,69,35,20,13,6
2022_11_23T23_59_44,66,35,20,13,7
2022_11_24T00_14_44,67,29,20,14,7
2022_11_24T00_29_44,59,30,20,12,8
2022_11_24T00_44_44,54,29,17,10,7
2022_11_24T00_59_44,49,28,17,9,7
2022_11_24T01_14_44,43,21,15,8,8
2022_11_24T01_29_44,34,20,13,9,6
2022_11_24T01_44_44,33,19,11,8,6
2022_11_24T01_59_44,33,20,10,7,6
2022_11_24T02_14_44,29,12,7,7,5
2022_11_24T02_29_44,12,9,7,5,3
2022_11_24T02_44_44,7,7,6,3,0
2022_11_24T02_59_44,9,7,5,3,2
2022_11_24T03_14_44,12,9,8,6,5
2022_11_24T03_29_44,2,2,2,0,0
2022_11_24T03_44_44,9,8,7,5,1
2022_11_24T03_59_44,10,8,6,4,1
2022_11_24T04_14_44,9,7,5,5,5
2022_11_24T04_29_44,9,8,6,6,4
2022_11_24T04_44_44,10,7,5,5,5
2022_11_24T04_59_44,6,6,5,5,5
2022_11_24T05_14_44,12,9,7,5,4
2022_11_24T05_29_44,8,7,5,4,3
2022_11_24T05_44_44,7,5,5,3,1
2022_11_24T05_59_44,10,7,6,6,4
2022_11_24T06_14_44,12,9,8,8,3
2022_11_24T06_29_44,45,28,22,15,7
2022_11_24T06_44_44,22,14,10,4,4
2022_11_24T06_59_44,11,9,8,6,4
2022_11_24T07_14_44,10,9,8,7,5
2022_11_24T07_29_44,11,11,10,9,6
2022_11_24T07_44_44,12,11,10,10,5
2022_11_24T07_59_44,13,11,11,9,6
2022_11_24T08_14_44,15,13,10,9,8
2022_11_24T08_29_44,21,15,11,8,7
2022_11_24T08_44_44,28,18,16,12,7
2022_11_24T08_59_44,34,22,18,13,9
2022_11_24T09_14_44,38,28,23,15,13
2022_11_24T09_29_44,46,28,20,12,11
2022_11_24T09_44_44,48,31,23,13,8
2022_11_24T09_59_44,51,31,20,12,8
2022_11_24T10_14_44,52,35,21,13,8
2022_11_24T10_29_44,65,41,26,16,10
2022_11_24T10_44_44,59,41,28,17,12
2022_11_24T10_59_44,64,38,24,19,11
2022_11_24T11_14_44,64,40,24,18,11
2022_11_24T11_29_44,57,37,20,19,10
2022_11_24T11_44_44,65,40,22,13,10
2022_11_24T11_59_44,70,39,20,12,9
2022_11_24T12_14_44,66,37,19,12,9
2022_11_24T12_29_44,65,34,21,13,8
2022_11_24T12_44_44,68,33,23,12,7
2022_11_24T12_59_44,53,32,19,14,8
2022_11_24T13_14_44,53,30,19,12,9
2022_11_24T13_29_44,52,29,18,12,10
2022_11_24T13_44_44,55,30,20,12,8
2022_11_24T13_59_44,65,31,20,15,11
2022_11_24T14_14_44,66,36,21,18,13
2022_11_24T14_29_44,63,30,24,19,12
2022_11_24T14_44_44,68,36,24,18,12
2022_11_24T14_59_44,55,36,24,19,12
2022_11_24T15_14_44,62,39,25,20,11
2022_11_24T15_29_44,67,43,27,18,14
2022_11_24T15_44_44,81,41,28,24,15
2022_11_24T15_59_44,60,36,24,14,10
2022_11_24T16_14_44,67,42,25,15,9
2022_11_24T16_29_44,72,42,27,15,8
2022_11_24T16_44_44,73,39,24,16,10
2022_11_24T16_59_44,63,35,26,19,10
2022_11_24T17_14_44,59,35,26,18,13
2022_11_24T17_29_44,62,34,26,16,11
2022_11_24T17_44_44,66,36,24,17,12
2022_11_24T17_59_44,72,32,20,14,9
2022_11_24T18_14_44,65,30,20,14,9
2022_11_24T18_29_44,51,34,24,16,12
2022_11_24T18_44_44,66,36,24,15,12
2022_11_24T18_59_44,72,38,27,16,11
2022_11_24T19_14_44,69,39,25,13,12
2022_11_24T19_29_44,68,42,22,14,11
2022_11_24T19_44_44,68,34,21,13,11
2022_11_24T19_59_44,68,39,25,17,12
2022_11_24T20_14_44,69,30,22,13,9
2022_11_24T20_29_44,62,40,19,11,9
2022_11_24T20_44_44,57,31,16,13,8
2022_11_24T20_59_44,60,31,17,10,6
2022_11_24T21_14_44,53,31,15,11,7
2022_11_24T21_29_44,49,26,16,11,6
2022_11_24T21_44_44,50,26,17,9,5
2022_11_24T21_59_44,40,18,11,9,4
2022_11_24T22_14_44,38,21,11,8,3
2022_11_24T22_29_44,39,21,12,6,3
2022_11_24T22_44_44,32,17,12,7,3
2022_11_24T22_59_44,39,19,10,8,5
2022_11_24T23_14_44,29,16,8,5,2
2022_11_24T23_29_44,52,27,9,5,2
2022_11_24T23_44_44,70,35,14,5,4
2022_11_24T23_59_44,55,29,13,7,3
2022_11_25T00_14_44,47,21,14,4,2
2022_11_25T00_29_44,40,20,11,5,3
2022_11_25T00_44_44,38,22,12,4,2
2022_11_25T00_59_44,10,7,5,5,3
2022_11_25T01_14_44,20,9,9,3,2
2022_11_25T01_29_44,35,16,8,4,1
2022_11_25T01_44_44,24,14,7,4,1
2022_11_25T01_59_44,24,12,9,2,1
2022_11_25T02_14_44,4,3,1,0,0
2022_11_25T02_29_44,7,4,4,1,0
2022_11_25T02_44_45,3,2,0,0,0
2022_11_25T02_59_45,6,4,3,0,0
2022_11_25T03_14_45,4,3,1,0,0
2022_11_25T03_29_45,3,3,3,3,0
2022_11_25T03_44_45,3,3,3,3,1
2022_11_25T03_59_45,4,3,3,3,2
2022_11_25T04_14_45,5,4,2,1,0
2022_11_25T04_29_45,7,4,4,1,1
2022_11_25T04_44_45,8,6,4,3,0
2022_11_25T04_59_45,7,7,5,4,2
2022_11_25T05_14_45,9,7,6,3,2
2022_11_25T05_29_45,17,8,4,4,2
2022_11_25T05_44_45,12,6,2,2,2
2022_11_25T05_59_45,23,14,8,4,4
2022_11_25T06_14_45,56,28,18,9,6
2022_11_25T06_29_45,10,9,8,7,5
2022_11_25T06_44_45,12,11,8,7,6
2022_11_25T06_59_45,11,8,4,4,0
2022_11_25T07_14_45,10,8,6,4,3
2022_11_25T07_29_45,9,8,6,4,1
2022_11_25T07_44_45,10,8,7,6,3
2022_11_25T07_59_45,9,9,8,4,2
2022_11_25T08_14_45,7,7,4,4,3
2022_11_25T08_29_45,9,4,4,3,2
2022_11_25T08_44_45,9,8,7,6,2
2022_11_25T08_59_45,8,5,4,1,0
2022_11_25T09_14_45,10,6,4,3,2
2022_11_25T09_29_45,12,11,8,6,3
2022_11_25T09_44_45,22,16,12,10,7
2022_11_25T09_59_45,29,20,17,13,6
2022_11_25T10_14_45,62,38,25,17,10
2022_11_25T10_29_45,65,38,25,15,9
2022_11_25T10_44_45,56,33,23,16,9
2022_11_25T10_59_45,49,28,22,15,8
2022_11_25T11_14_45,56,33,20,13,9
2022_11_25T11_29_45,55,31,18,10,8
2022_11_25T11_44_45,49,29,20,12,10
2022_11_25T11_59_45,28,17,14,9,4
2022_11_25T12_14_45,53,29,19,13,9
2022_11_25T12_29_45,16,14,11,10,6
2022_11_25T12_44_45,44,29,17,14,11
2022_11_25T12_59_45,51,30,18,12,11
2022_11_25T13_14_45,56,34,16,11,11
2022_11_25T13_29_45,62,31,16,13,10
2022_11_25T13_44_45,54,29,19,11,10
2022_11_25T13_59_45,32,20,12,8,6
2022_11_25T14_14_45,46,25,17,14,11
2022_11_25T14_29_45,49,26,15,11,9
2022_11_25T14_44_45,43,23,15,11,8
2022_11_25T14_59_45,48,25,16,10,6
2022_11_25T15_14_45,57,32,15,10,7
2022_11_25T15_29_45,42,25,14,12,8
2022_11_25T15_44_45,47,27,17,11,8
2022_11_25T15_59_45,47,22,12,8,8
2022_11_25T16_14_45,54,33,14,11,9
2022_11_25T16_29_45,64,31,19,10,9
2022_11_25T16_44_45,48,30,13,11,7
